Instance,Terminal,Layer,X location,Y location,Voltage
_45_,VPWR,li1,18.1700,19.0400,1.799962
_44_,VPWR,li1,11.7300,35.3600,1.799943
_43_,VPWR,li1,20.9300,29.9200,1.799971
_42_,VPWR,li1,23.2300,13.6000,1.799946
_41_,VPWR,li1,19.5500,19.0400,1.799962
_40_,VPWR,li1,20.0100,13.6000,1.799944
_39_,VPWR,li1,15.4100,19.0400,1.799956
_38_,VPWR,li1,20.7000,19.0400,1.799964
_37_,VPWR,li1,20.2400,24.4800,1.799937
_36_,VPWR,li1,14.9500,35.3600,1.799943
_35_,VPWR,li1,27.1400,35.3600,1.799946
_34_,VPWR,li1,22.7700,24.4800,1.799945
_33_,VPWR,li1,24.1500,35.3600,1.799947
_32_,VPWR,li1,8.2800,29.9200,1.799962
_31_,VPWR,li1,8.7400,35.3600,1.799943
_30_,VPWR,li1,17.7100,13.6000,1.799942
_29_,VPWR,li1,17.7100,24.4800,1.799936
_28_,VPWR,li1,32.4300,24.4800,1.799941
_27_,VPWR,li1,32.4300,29.9200,1.799960
