Instance,Terminal,Layer,X location,Y location,Voltage
PHY_EDGE_ROW_9_Right_9,VGND,li1,33.8100,38.0800,0.000049
PHY_EDGE_ROW_8_Right_8,VGND,li1,33.8100,32.6400,0.000028
PHY_EDGE_ROW_7_Right_7,VGND,li1,33.8100,32.6400,0.000028
PHY_EDGE_ROW_6_Right_6,VGND,li1,33.8100,27.2000,0.000070
PHY_EDGE_ROW_5_Right_5,VGND,li1,33.8100,27.2000,0.000070
PHY_EDGE_ROW_4_Right_4,VGND,li1,33.8100,21.7600,0.000021
PHY_EDGE_ROW_3_Right_3,VGND,li1,33.8100,21.7600,0.000021
PHY_EDGE_ROW_2_Right_2,VGND,li1,33.8100,16.3200,0.000035
PHY_EDGE_ROW_1_Right_1,VGND,li1,33.8100,16.3200,0.000035
PHY_EDGE_ROW_0_Right_0,VGND,li1,33.8100,10.8800,0.000043
_65_,VGND,li1,11.2700,38.0800,0.000053
_64_,VGND,li1,9.8900,38.0800,0.000053
_63_,VGND,li1,26.9100,27.2000,0.000067
_62_,VGND,li1,17.7100,10.8800,0.000042
_61_,VGND,li1,26.6800,32.6400,0.000027
_60_,VGND,li1,13.8000,32.6400,0.000037
_59_,VGND,li1,26.6800,21.7600,0.000020
_58_,VGND,li1,12.4200,16.3200,0.000060
_57_,VGND,li1,26.2200,16.3200,0.000033
_56_,VGND,li1,13.8000,27.2000,0.000088
_55_,VGND,li1,28.5200,27.2000,0.000069
_54_,VGND,li1,13.8000,16.3200,0.000060
_53_,VGND,li1,32.4300,21.7600,0.000021
_52_,VGND,li1,14.0300,27.2000,0.000088
_51_,VGND,li1,32.4300,10.8800,0.000043
_50_,VGND,li1,16.3300,10.8800,0.000042
_49_,VGND,li1,20.9300,16.3200,0.000045
_48_,VGND,li1,15.4100,27.2000,0.000085
_47_,VGND,li1,32.4300,16.3200,0.000035
_46_,VGND,li1,15.8700,21.7600,0.000024
_45_,VGND,li1,18.1700,21.7600,0.000023
_44_,VGND,li1,11.7300,32.6400,0.000037
_43_,VGND,li1,20.9300,27.2000,0.000080
_42_,VGND,li1,23.2300,16.3200,0.000037
_41_,VGND,li1,19.5500,16.3200,0.000045
_40_,VGND,li1,20.0100,16.3200,0.000045
_39_,VGND,li1,15.4100,21.7600,0.000024
_38_,VGND,li1,20.7000,21.7600,0.000022
_37_,VGND,li1,20.2400,21.7600,0.000022
_36_,VGND,li1,14.9500,32.6400,0.000037
_35_,VGND,li1,27.1400,32.6400,0.000027
_34_,VGND,li1,22.7700,21.7600,0.000021
_33_,VGND,li1,24.1500,32.6400,0.000024
_32_,VGND,li1,8.2800,32.6400,0.000037
_31_,VGND,li1,8.7400,32.6400,0.000037
_30_,VGND,li1,17.7100,16.3200,0.000049
_29_,VGND,li1,17.7100,21.7600,0.000023
_28_,VGND,li1,32.4300,27.2000,0.000070
_27_,VGND,li1,32.4300,32.6400,0.000028
